INCOME,INCOME_TYPE,User,EDUCATION_TYPE
130500,Working,5028257,Secondary / secondary special
130500,Working,5028256,Secondary / secondary special
202500,Commercial associate,5028255,Secondary / secondary special
202500,Commercial associate,5028254,Secondary / secondary special
202500,Commercial associate,5028253,Secondary / secondary special
202500,Commercial associate,5028252,Secondary / secondary special
225000,Commercial associate,5028251,Higher education
225000,Commercial associate,5028250,Higher education
225000,Commercial associate,5028249,Higher education
225000,Commercial associate,5028248,Higher education
225000,Commercial associate,5028245,Higher education
225000,Commercial associate,5028243,Higher education
225000,Commercial associate,5028242,Higher education
225000,Commercial associate,5028241,Higher education
157500,Working,5028240,Secondary / secondary special
157500,Working,5028239,Secondary / secondary special
216000,Commercial associate,5026745,Higher education
216000,Commercial associate,5026744,Higher education
216000,Commercial associate,5026743,Higher education
216000,Commercial associate,5026742,Higher education
216000,Commercial associate,5026741,Higher education
216000,Commercial associate,5026740,Higher education
112500,Working,5026739,Secondary / secondary special
112500,Working,5026732,Secondary / secondary special
112500,Working,5026728,Secondary / secondary special
247500,Working,5026715,Secondary / secondary special
247500,Working,5026714,Secondary / secondary special
247500,Working,5026713,Secondary / secondary special
247500,Working,5026712,Secondary / secondary special
247500,Working,5026711,Secondary / secondary special
76500,Working,5026708,Higher education
76500,Working,5026707,Higher education
76500,Working,5026706,Higher education
270000,Working,5026691,Secondary / secondary special
270000,Working,5026690,Secondary / secondary special
270000,Working,5026689,Secondary / secondary special
270000,Working,5026688,Secondary / secondary special
157500,Working,5026654,Secondary / secondary special
157500,Working,5026653,Secondary / secondary special
112500,Working,5026647,Secondary / secondary special
135000,Working,5026645,Secondary / secondary special
135000,Working,5026644,Secondary / secondary special
135000,Working,5026643,Secondary / secondary special
135000,Working,5026642,Secondary / secondary special
135000,Working,5026638,Secondary / secondary special
135000,Working,5026634,Secondary / secondary special
135000,Working,5026633,Secondary / secondary special
99000,Working,5026632,Secondary / secondary special
99000,Working,5026631,Secondary / secondary special
99000,Working,5026630,Secondary / secondary special
99000,Working,5026629,Secondary / secondary special
99000,Working,5026628,Secondary / secondary special
99000,Working,5026626,Secondary / secondary special
99000,Working,5026625,Secondary / secondary special
202500,Working,5026619,Secondary / secondary special
202500,Working,5026618,Secondary / secondary special
202500,Working,5026617,Secondary / secondary special
202500,Working,5026616,Secondary / secondary special
225000,State servant,5026610,Higher education
225000,State servant,5026609,Higher education
67500,Working,5026583,Higher education
67500,Working,5026582,Higher education
67500,Working,5026581,Higher education
99000,Commercial associate,5026560,Secondary / secondary special
99000,Commercial associate,5026559,Secondary / secondary special
112500,Working,5026540,Secondary / secondary special
112500,Working,5026539,Secondary / secondary special
112500,Working,5026538,Secondary / secondary special
112500,Working,5026537,Secondary / secondary special
112500,Working,5026536,Secondary / secondary special
112500,Working,5026535,Secondary / secondary special
112500,Working,5026534,Secondary / secondary special
112500,Working,5026533,Secondary / secondary special
126000,Commercial associate,5026526,Secondary / secondary special
126000,Commercial associate,5026525,Secondary / secondary special
126000,Commercial associate,5026524,Secondary / secondary special
112500,Working,5026516,Secondary / secondary special
112500,Working,5026515,Secondary / secondary special
112500,Working,5026514,Secondary / secondary special
112500,Working,5026513,Secondary / secondary special
112500,Working,5026512,Secondary / secondary special
112500,Working,5026511,Secondary / secondary special
112500,Working,5026510,Secondary / secondary special
112500,Working,5026508,Secondary / secondary special
112500,Working,5026507,Secondary / secondary special
225000,Working,5026502,Secondary / secondary special
225000,Working,5026501,Secondary / secondary special
225000,Working,5026500,Secondary / secondary special
225000,Working,5026498,Secondary / secondary special
225000,Working,5026497,Secondary / secondary special
225000,Commercial associate,5026496,Higher education
225000,Commercial associate,5026494,Higher education
225000,Commercial associate,5026493,Higher education
225000,Commercial associate,5026492,Higher education
225000,Commercial associate,5026491,Higher education
225000,Commercial associate,5026490,Higher education
225000,Commercial associate,5026489,Higher education
225000,Commercial associate,5026488,Higher education
225000,Working,5026478,Secondary / secondary special
225000,Working,5026477,Secondary / secondary special
225000,Working,5026475,Secondary / secondary special
225000,Working,5026474,Secondary / secondary special
225000,Working,5026473,Secondary / secondary special
126000,Working,5026472,Secondary / secondary special
270000,Working,5026471,Secondary / secondary special
270000,Working,5026470,Secondary / secondary special
270000,Working,5026469,Secondary / secondary special
270000,Working,5026468,Secondary / secondary special
270000,Working,5026467,Secondary / secondary special
270000,Working,5026466,Secondary / secondary special
270000,Working,5026465,Secondary / secondary special
270000,Working,5026464,Secondary / secondary special
270000,Working,5026463,Secondary / secondary special
112500,Working,5026457,Secondary / secondary special
112500,Working,5026455,Secondary / secondary special
90000,Commercial associate,5026454,Secondary / secondary special
90000,Commercial associate,5026453,Secondary / secondary special
90000,Commercial associate,5026452,Secondary / secondary special
108000,Working,5026432,Secondary / secondary special
108000,Working,5026431,Secondary / secondary special
108000,Working,5026430,Secondary / secondary special
108000,Working,5026429,Secondary / secondary special
108000,Working,5026428,Secondary / secondary special
108000,Working,5026427,Secondary / secondary special
108000,Working,5026426,Secondary / secondary special
108000,Working,5026425,Secondary / secondary special
108000,Working,5026421,Secondary / secondary special
108000,Working,5026420,Secondary / secondary special
108000,Working,5026419,Secondary / secondary special
108000,Working,5026418,Secondary / secondary special
90000,Working,5026408,Secondary / secondary special
58500,State servant,5026394,Secondary / secondary special
58500,State servant,5026393,Secondary / secondary special
58500,State servant,5026390,Secondary / secondary special
58500,State servant,5026389,Secondary / secondary special
135000,Commercial associate,5026314,Higher education
135000,Commercial associate,5026309,Secondary / secondary special
90000,Working,5026297,Secondary / secondary special
112500,Working,5026276,Secondary / secondary special
112500,Working,5026275,Secondary / secondary special
112500,Working,5026274,Secondary / secondary special
112500,Working,5026273,Secondary / secondary special
